3.786215607633605096e+00,5.399407134485256776e-01
2.962519290470697175e+00,1.124781753509564775e+00
3.220999494643565608e+00,1.423471298630345050e+00
3.013454622974563346e+00,9.577705310336583899e-01
3.092560187516741443e+00,1.231656828306755047e+00
2.988322560303043662e+00,8.951798880450337892e-01
3.557008904516909542e+00,1.001140760388937068e+00
2.625025120863695882e+00,8.356039323097482763e-01
2.642429702019432725e+00,-3.504526626825563707e-01
2.919039424707603469e+00,4.244872615401055205e-01
2.970144107965224212e+00,5.202699747033421307e-01
3.957795363750318707e+00,7.489460347938355911e-01
2.998610314596840798e+00,8.949430336504781147e-01
3.338320350799629743e+00,2.620717226764354146e-01
3.308843206950929705e+00,1.570507402607757674e+00
3.313282409826308061e+00,1.554080848188022834e+00
3.407837529902835172e+00,2.322708901150133398e-01
3.423106141943501157e+00,3.838099372923662322e-01
2.582605185221964028e+00,1.627609828688892035e+00
3.698148989836036016e+00,2.156228569462368405e-01
3.607089313948480314e+00,1.308845723991074461e+00
3.543097257765635000e+00,5.630126081822209860e-01
3.291488228025184704e+00,1.086197120075388600e+00
2.877384702074840650e+00,1.471725249755428955e+00
2.504187207555464312e+00,1.527386526378950560e+00
2.114573523640393748e+00,1.553785201744362521e+00
3.547839890023299247e+00,6.434996289171415196e-01
3.613737037593149459e+00,9.785908914128899072e-01
3.524806730625866358e+00,9.473589263548661821e-01
2.918384700289819556e+00,-4.626370523938105883e-02
2.889176980523358029e+00,9.440440995351863096e-01
3.351831377974220150e+00,1.680457055715934178e+00
3.886616906795651971e+00,1.474979413189461797e+00
3.848574143232837308e+00,1.527695739173409617e+00
3.413800004559797152e+00,1.360171874956037197e+00
2.622957652901794390e+00,1.409289690966191166e+00
2.565880535065619306e+00,1.747391734085412374e+00
3.330379299299083051e+00,1.045190258609580258e+00
3.682660016278114679e+00,1.232061073403641460e+00
2.021065926100888976e+00,3.763281273582537167e-01
1.800859827880168407e+00,9.982886255858295366e-01
4.089995526697339123e+00,1.100819168628789368e+00
3.072334165273300055e+00,6.964537195134966607e-01
2.886260659984680288e+00,1.120299142775968981e-01
3.472131144798825897e+00,8.665357524805782363e-01
2.433165458509100265e+00,1.168347458203750966e+00
2.315253882075750891e+00,1.461018040440293930e+00
2.730221228462145877e+00,3.920935447735891533e-01
3.152497747595246036e+00,1.462100525454951061e+00
2.518796392749864665e+00,1.915657244710280649e+00
1.358272134870751602e+00,3.419478075827637298e+00
1.091561870001320766e+00,3.259861310362818010e+00
9.473231072761468807e-01,2.681195612130815142e+00
1.721679129979419631e+00,3.263753887512903518e+00
1.165062087921827194e+00,3.269623081143112842e+00
8.323335583749387201e-01,2.591862224953854099e+00
5.857289448610691895e-01,2.122510910988188115e+00
1.069374108931351763e+00,3.728820874928214124e+00
3.695939828160517138e-01,3.352467175124793641e+00
8.227236192259885783e-01,2.816531280436387341e+00
7.780984132944905873e-01,3.080123076121834558e+00
1.378481325507467048e+00,3.218223854790198235e+00
1.613527292213005726e+00,2.560168567046891663e+00
1.188327384217989557e+00,3.130724606937913990e+00
6.788282963815939208e-01,2.183488005488010142e+00
1.410105860134953648e+00,2.440242727056041172e+00
1.626640997932207622e+00,3.119477684219319258e+00
1.085438780540766812e+00,3.996644291710433894e+00
1.711387330863519907e+00,2.452048356308716759e+00
6.427381333336428249e-01,3.056525113785080183e+00
6.604917185872549723e-01,3.254587256975738807e+00
4.264041815559447279e-01,3.355592726847971718e+00
8.417792213939723212e-01,2.525923569764902066e+00
8.905524102591563240e-01,3.510210367331365156e+00
1.754729408734438501e+00,2.958131812373314684e+00
1.662959484980218949e+00,2.972214323821646520e+00
7.450223983564430164e-01,3.034635926768037173e+00
1.436912501006214704e+00,3.132903278194675067e+00
1.413384523785131464e+00,3.034349558020364768e+00
1.475491939972251254e+00,3.053689171650994627e+00
1.483501449077767376e+00,3.498504582037081700e+00
7.258560292687445958e-01,3.186032866605546410e+00
8.326481953958696502e-01,3.643868549343511010e+00
1.492023352360117849e+00,2.698552669361115264e+00
9.376894106590709654e-01,3.486779702703285633e+00
1.066220848208708549e+00,3.012000836246722546e+00
1.016457056453366592e+00,2.624892387672186800e+00
5.321130491560601694e-01,3.352795835324091200e+00
1.290675615938471132e+00,2.808516365215458332e+00
4.110427248096443220e-01,3.321258983049366176e+00
8.653890638793757528e-01,2.857224484333943604e+00
1.078552663816530588e+00,2.591067530000260355e+00
7.369891720839216731e-02,2.538481259361492715e+00
1.039033655822640068e+00,2.819592781441270457e+00
9.969201448619890993e-01,2.320391441064471927e+00
1.122619219817986735e+00,3.337859997300725912e+00
1.677365405131009846e+00,3.540332756340276887e+00
1.123063375515627627e+00,3.096087325267787627e+00
1.219401518989742694e+00,2.304218003535276615e+00
9.301485938933948816e-01,3.480195770635259755e+00
